Offence_Month,Rego_State,Clt_Catg,Camera_Type,Location_Code,Location_Desc,Offence_Desc,Sum_Pen_Amt,Sum_Inf_Count,Sum_With_Amt,Sum_With_Count
Mar-22,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1028,MONARO HIGHWAY BETWEEN LANYON DRIVE AND SHEPPARD STREET,20 Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,700,1,700,1
Mar-22,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1029,MONARO HIGHWAY BETWEEN MUGGA LANE AND ISABELLA DRIVE,20 Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,1400,2,0,0
Mar-22,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1033,TUGGERANONG PARKWAY NEAR HINDMARSH DRIVE UNDERPASS,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1776,4,444,1
Mar-22,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1026,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,4884,11,0,0
Mar-22,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1028,MONARO HIGHWAY BETWEEN LANYON DRIVE AND SHEPPARD STREET,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,888,2,0,0
Mar-22,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1032,MONARO HIGHWAY NEAR HINDMARSH DRIVE OVERPASS,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1776,4,0,0
Mar-22,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1030,FEDERAL HIGHWAY BETWEEN ZELLING STREET AND ANTILL STREET,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,3552,8,888,2
Mar-22,ACT,OTHER PRSN,FIXED ONLY SPEED CAMERA,1033,TUGGERANONG PARKWAY NEAR HINDMARSH DRIVE UNDERPASS,20 Non-School Zone Exceed Speed Limit By > 45 Km/H,1841,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,116,ASHLEY DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,1806,6,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,287,WESTON STREET YARRALUMLA,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,160,STATE CIRCLE,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,187,PIALLIGO AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,3612,12,297,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3025,ELLERSTON AVE ISABELLA PLAINS PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,650,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3031,TILLYARD DR FRASER PRIMARY SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,1625,5,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3039,DONALDSON STREET AINSLIE SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,975,3,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3071,BINDEL STREET. ARANDA ST VINCENT PRIMARY,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,484,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,129,MONARO HIGHWAY,20 Non-school zone exceed speed limit by <= 15km/h,3010,10,297,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,283,"MACFARLAND CRESCENT ,CHIFLEY",20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,300,BURRINJUCK CRESCENT DUFFY,20 Non-school zone exceed speed limit by <= 15km/h,2107,7,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,308,MONARO CRESCENT RED HILL,20 Non-school zone exceed speed limit by <= 15km/h,1204,4,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,308,MONARO CRESCENT RED HILL,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,275,O'HALLORAN CIRCUIT,20 Non-school zone exceed speed limit by <= 15km/h,0,0,297,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,286,EYRE STREET KINGSTON,20 Non-school zone exceed speed limit by <= 15km/h,0,0,301,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3030,KELLEWAY AVE GOLD CREEK HIGH,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,968,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,81,WILLIAM HOVELL DRIVE,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,89,FEDERAL HIGHWAY,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,119,HORSE PARK DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,11137,37,594,2
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,127,EBDEN STREET,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3066,CHEWINGS ST SCULLIN ST MATTHEW’S PRIMARY,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,1452,3,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,122,GUNGAHLIN DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,4816,16,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,186,ATHLLON DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,1204,4,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,231,KINGS HIGHWAY,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,234,NULLARBOR AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,903,3,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,243,MAJURA PARKWAY,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3062,BADIMARA STREET WARAMANGA,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,968,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,202,ANZAC PARADE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3016,MUGGA WAY CANBERRA BOYS GRAMMAR,20 School Zone  Exceed Speed Limit By <= 15 Km/H,21125,65,321,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3022,LAUNCESTON STREET LYONS PRIMARY SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,2925,9,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3076,KOOTARA CRESCENT NARRABUNDAH EARLY CHILDHOOD SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,233,COTTER ROAD,20 Non-school zone exceed speed limit by <= 15km/h,2709,9,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3038,COWPER STREET DARAMALAN COLLEGE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,5525,17,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3061,NAMATJIRA DRIVE - ST JOHN VIANNY PRIMARY SCHOOL,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,484,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,2,ANTILL STREET,20 Non-school zone exceed speed limit by <= 15km/h,4515,15,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,18,MELROSE DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,2709,9,297,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,20,MONARO HIGHWAY,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,2220,5,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3029,ALBERGA STREET MARIBYRNONG PRIMARY SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,650,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3050,OODGEROO AVENUE - FRANKLIN EARLY CHILDHOOD SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,5850,18,325,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3055,KNOKE AVE - GORDON PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,68,ERINDALE DRIVE BETWEEN LONG GULLY ROAD AND SULWOOD DRIVE,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1776,4,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,102,FAIRBAIRN AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,6020,20,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3073,AINSWORTH STREET MAWSON PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,975,3,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,2,ANTILL STREET,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,43,WILLIAMSON STREET,20 Non-school zone exceed speed limit by <= 15km/h,1806,6,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,53,GOYDER STREET,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,56,ATHLLON DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,1204,4,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,60,PHILLIP AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3020,BEASLEY STREET TORRENS PRIMARY SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3023,CARRUTHERS STREET CURTIN PRIMARY SCHOOL,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,484,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3042,MULLEY STREET ST JUDE’S PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,650,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3043,PERRY DRIVE CHAPMAN PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,1300,4,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3047,CHAUVEL STREET - CAMPBELL PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,650,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,75,PARKES WAY,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,82,WILLIAM HOVELL DRIVE,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,118,THARWA DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,2107,7,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,119,HORSE PARK DRIVE,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,2664,6,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,251,CASWELL DRIVE,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3067,SHUMACK ST WEETANGERA WEETANGERA PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,2925,9,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,243,MAJURA PARKWAY,20 Non-school zone exceed speed limit by <= 15km/h,3311,11,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3057,LAWRENCE WACKETT CRESCENT - THEODORE PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3060,MARCONI CRESCENT - TAYLOR PRIMARY SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,1625,5,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3052,STERNBERG CRESCENT WANNIASSA PRIMARY SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,2600,8,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3054,COVENANT CHRISTIAN SCHOOL WOODCOCK DRIVE GORDON,20 School Zone  Exceed Speed Limit By <= 15 Km/H,4225,13,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,171,WENTWORTH AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3027,BODDINGTON CRES ST THOMAS THE APOSTLE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,1950,6,325,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,9,FLOREY DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,1204,4,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,12,GUNGAHLIN DRIVE,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,20,MONARO HIGHWAY,20 Non-school zone exceed speed limit by <= 15km/h,3913,13,297,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,22,NORTHBOURNE AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,1505,5,297,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,26,TUGGERANONG PARKWAY,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,31,SPRINGVALE DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,44,TILLYARD DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,45,DRYANDRA STREET,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3017,DENISON STREET ALFRED DEAKIN HIGH,20 School Zone  Exceed Speed Limit By <= 15 Km/H,1625,5,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3029,ALBERGA STREET MARIBYRNONG PRIMARY SCHOOL,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,484,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,7,DRAKEFORD DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,0,0,297,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,230,JOHN GORTON DRIVE,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,3996,9,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,306,MORSHEAD DRIVE CAMPBELL,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,2220,5,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3,ATHLLON DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,13,HINDMARSH DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,6622,22,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,22,NORTHBOURNE AVENUE,20 Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,700,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3050,OODGEROO AVENUE - FRANKLIN EARLY CHILDHOOD SCHOOL,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,484,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,259,PLIMSOLL DR,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,68,ERINDALE DRIVE BETWEEN LONG GULLY ROAD AND SULWOOD DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,6622,22,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,75,PARKES WAY,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,81,WILLIAM HOVELL DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,2709,9,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,116,ASHLEY DRIVE,20 Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,700,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3014,JERRABOMBERRA AVE NARRABUNDAH COLLEGE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,21775,67,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3019,MARR STREET MELROSE HIGH SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,1300,4,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3059,HEAGNEY CRESCENT - GILMORE PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,274,BLACKWOOD TERRACE,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3064,BENNELONG CRES MACQUARIE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,650,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,152,DIXON DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,166,BEASLEY STREET,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,175,STERNBERG CRESCENT,20 Non-school zone exceed speed limit by <= 15km/h,1204,4,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,130,CHEWINGS STREET,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,888,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,130,CHEWINGS STREET,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,207,FAIRFAX STREET,20 Non-school zone exceed speed limit by <= 15km/h,1806,6,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,250,KNOKE AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,227,HOSKINS STREET,20 Non-school zone exceed speed limit by <= 15km/h,903,3,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,263,MARCONI CRES,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,174,MACGREGOR STREET,20 Non-school zone exceed speed limit by <= 15km/h,1806,6,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,209,BANDJALONG CRESCENT,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3061,NAMATJIRA DRIVE - ST JOHN VIANNY PRIMARY SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,5200,16,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,126,REDFERN STREET,20 Non-School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,700,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,178,FLEMINGTON ROAD,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3006,BRIGALOW STREET - LYNEHAM PRIMARY SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,6500,20,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3000,COLLEGE STREET - RADFORD COLLEGE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,4875,15,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3000,COLLEGE STREET - RADFORD COLLEGE,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,2420,5,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3007,MAJURA AVENUE - NORTH AINSLIE PRIMARY SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,6825,21,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3074,GROOM STREET HUGHES PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3016,MUGGA WAY CANBERRA BOYS GRAMMAR,20 School Zone Exceed Speed Limit By > 15 But <= 30 Km/H,3872,8,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3016,MUGGA WAY CANBERRA BOYS GRAMMAR,20 School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,799,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,255,MOUAT STREET,20 Non-school zone exceed speed limit by <= 15km/h,1204,4,594,2
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,94,SOUTHERN CROSS DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,0,0,297,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,262,HEAGNEY CRESCENT,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,306,MORSHEAD DRIVE CAMPBELL,20 Non-school zone exceed speed limit by <= 15km/h,4214,14,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,12,GUNGAHLIN DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,2408,8,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,14,HINDMARSH DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,66,GINNINDERRA DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,903,3,301,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,200,BALDWIN DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,3913,13,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,200,BALDWIN DRIVE,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3036,PHILLIP AVE DICKSON COLLEGE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,1950,6,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3053,MCBRYDE CRESCENT - ST MARY MACKILLOP COLLAGE,20 School Zone  Exceed Speed Limit By <= 15 Km/H,650,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,72,MONARO HIGHWAY,20 Non-school zone exceed speed limit by <= 15km/h,1204,4,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,72,MONARO HIGHWAY,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,1332,3,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,83,COMMONWEALTH AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,111,LIMESTONE AVENUE,20 Non-school zone exceed speed limit by <= 15km/h,602,2,297,1
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,112,COPLAND DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,251,CASWELL DRIVE,20 Non-school zone exceed speed limit by <= 15km/h,6020,20,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,274,BLACKWOOD TERRACE,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3013,CASEY CRESCENT - CALWELL HIGH SCHOOL,20 School Zone  Exceed Speed Limit By <= 15 Km/H,1625,5,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3041,BURRINJUCK CRESCENT DUFFY PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,325,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,260,OVERALL AVE,20 Non-school zone exceed speed limit by <= 15km/h,10836,36,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3015,LA PEROUSE STREET RED HILL PRIMARY,20 School Zone  Exceed Speed Limit By <= 15 Km/H,2275,7,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3051,ST ANTHONY PRIMARY WHEELER CRESCENT WANNIASSA,20 School Zone  Exceed Speed Limit By <= 15 Km/H,975,3,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3077,KINGSFORD SMITH PRIMARY STARKE STREET HOLT,20 School Zone  Exceed Speed Limit By <= 15 Km/H,650,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,76,YAMBA DRIVE,20 Non-School Zone Exceed Speed Limit > 15 But <= 30 Km/H,444,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,77,YARRA GLEN,20 Non-school zone exceed speed limit by <= 15km/h,602,2,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,86,BINDUBI STREET,20 Non-school zone exceed speed limit by <= 15km/h,301,1,0,0
Mar-22,ACT,OTHER PRSN,MOBILE SPEED CAMERA,3048,BLAMEY CRESCENT - CANBERRA GRAMMAR SCHOOL NORTH SIDE,20 School Zone Exceed Speed Limit By > 30 But <= 45 Km/H,799,1,0,0
